#pttsel1,3215
#pttsel154,140618
#pttsel155,141485
#pttsel156,142353
#pttsel157,143221
#pttsel158,144088
#pttsel159,144956
#pttsel160,145824
#pttsel161,146691
#pttsel162,147559
#pttsel163,148426
#pttsel164,149294
#pttsel165,150162
#pttsel166,151029
#pttsel167,151897
#pttsel168,152765
#pttsel169,153632
#pttsel170,154500
#pttsel171,155368
#pttsel172,156235
#pttsel173,157103
#pttsel174,157971
#pttsel175,158838
#pttsel176,159706
#pttsel177,160574
#pttsel178,161441
#pttsel179,162309
#pttsel180,163176
#pttsel181,164044
#pttsel182,164912
#pttsel183,165779
#pttsel184,166647
#pttsel185,167515
#pttsel186,168382
#pttsel187,169250
#pttsel188,170118
#pttsel189,170985
#pttsel190,171853
#pttsel191,172721
#pttsel192,173588
#pttsel193,174456
#pttsel194,175324
#pttsel195,176191
#pttsel196,177059
#pttsel197,177926
#pttsel198,178794
#pttsel199,179662
#pttsel200,184647
#ptisat1,1750
#ptisat2,2647
#ptisat3,3544
#ptisat4,4441
#ptisat5,5338
#ptisat6,6235
#ptisat7,7132
#ptisat8,8029
#ptisat9,8926
#ptisat10,9824
#ptisat11,10721
#ptisat12,11618
#ptisat13,12515
#ptisat14,13412
#ptisat15,14309
#ptisat16,15206
#ptisat17,16103
#ptisat18,17000
#ptisat19,17897
#ptisat20,18794
#ptisat21,19691
#ptisat22,20588
#ptisat23,21485
#ptisat24,22382
#ptisat25,23706
#ptisat26,24603
#ptisat27,25500
#ptisat28,26397
#ptisat29,27294
#ptisat30,28191
#ptisat31,29088
#ptisat32,29985
#ptisat33,30882
#ptisat34,31779
#ptisat35,32676
#ptisat36,33574
#ptisat37,34471
#ptisat38,35368
#ptisat39,36265
#ptisat40,37162
#ptisat41,38059
#ptisat42,38956
#ptisat43,39853
#ptisat44,40750
#ptisat45,41647
#ptisat46,42544
#ptisat47,43441
#ptisat48,44338
#ptisat49,45235
#ptisat50,46559
#ptisat51,47456
#ptisat52,48353
#ptisat53,49250
#ptisat54,50147
#ptisat55,51044
#ptisat56,51941
#ptisat57,52838
#ptisat58,53735
#ptisat59,54632
#ptisat60,55529
#ptisat61,56426
#ptisat62,57324
#ptisat63,58221
#ptisat64,59118
#ptisat65,60015
#ptisat66,60912
#ptisat67,61809
#ptisat68,62706
#ptisat69,63603
#ptisat70,64500
#ptisat71,65397
#ptisat72,66294
#ptisat73,67191
#ptisat74,68088
#ptisat75,68985
#ptisat76,69882
#ptisat77,70779
#ptisat78,71676
#ptisat79,72574
#ptisat80,73471
#ptisat81,74368
#ptisat82,75265
#ptisat83,76162
#ptisat84,77059
#ptisat85,77956
#ptisat86,78853
#ptisat87,79750
#ptisat88,80647
#ptisat89,81544
#ptisat90,82441
#ptisat91,83338
#ptisat92,84235
#ptisat93,85132
#ptisat94,86029
#ptisat95,86926
#ptisat96,87824
#ptisat97,88721
#ptisat98,89618
#ptisat99,90515
#ptisat100,93118
#ptisat101,94015
#ptisat102,94912
#ptisat103,95809
#ptisat104,96706
#ptisat105,97603
#ptisat106,98500
#ptisat107,99397
#ptisat108,100294
#ptisat109,101191
#ptisat110,102088
#ptisat111,102985
#ptisat112,103882
#ptisat113,104779
#ptisat114,105676
#ptisat115,106574
#ptisat116,107471
#ptisat117,108368
#ptisat118,109265
#ptisat119,110162
#ptisat120,111059
#ptisat121,111956
#ptisat122,112853
#ptisat123,113750
#ptisat124,114647
#ptisat125,115544
#ptisat126,116441
#ptisat127,117338
#ptisat128,118235
#ptisat129,119132
#ptisat130,120029
#ptisat131,120926
#ptisat132,121824
#ptisat133,122721
#ptisat134,123618
#ptisat135,124515
#ptisat136,125412
#ptisat137,126309
#ptisat138,127206
#ptisat139,128103
#ptisat140,129000
#ptisat141,129897
#ptisat142,130794
#ptisat143,131691
#ptisat144,132588
#ptisat145,133485
#ptisat146,134382
#ptisat147,135279
#ptisat148,136176
#ptisat149,137074
#ptisat150,137971
#ptisat151,138868
#ptisat152,139765
#ptisat153,140662
#ptisat154,141559
#ptisat155,142456
#ptisat156,143353
#ptisat157,144250
#ptisat158,145147
#ptisat159,146044
#ptisat160,146941
#ptisat161,147838
#ptisat162,148735
#ptisat163,149632
#ptisat164,150529
#ptisat165,151426
#ptisat166,152324
#ptisat167,153221
#ptisat168,154118
#ptisat169,155015
#ptisat170,155912
#ptisat171,156809
#ptisat172,157706
#ptisat173,158603
#ptisat174,159500
#ptisat175,160397
#ptisat176,161294
#ptisat177,162191
#ptisat178,163088
#ptisat179,163985
#ptisat180,164882
#ptisat181,165779
#ptisat182,166676
#ptisat183,167574
#ptisat184,168471
#ptisat185,169368
#ptisat186,170265
#ptisat187,171162
#ptisat188,172059
#ptisat189,172956
#ptisat190,173853
#ptisat191,174750
#ptisat192,175647
#ptisat193,176544
#ptisat194,177441
#ptisat195,178338
#ptisat196,179235
#ptisat197,180132
#ptisat198,181029
#ptisat199,181926
#ptisat200,182824
#ptxxl1,1809
#ptxxl2,2735
#ptxxl3,3662
#ptxxl4,4588
#ptxxl5,5515
#ptxxl6,6441
#ptxxl7,7368
#ptxxl8,8294
#ptxxl9,9221
#ptxxl10,10147
#ptxxl11,11074
#ptxxl12,12000
#ptxxl13,12926
#ptxxl14,13853
#ptxxl15,14779
#ptxxl16,15706
#ptxxl17,16632
#ptxxl18,17559
#ptxxl19,18485
#ptxxl20,19412
#ptxxl21,20338
#ptxxl22,21265
#ptxxl23,22191
#ptxxl24,23118
#ptxxl25,24485
#ptxxl26,25412
#ptxxl27,26338
#ptxxl28,27265
#ptxxl29,28191
#ptxxl30,29118
#ptxxl31,30044
#ptxxl32,30971
#ptxxl33,31897
#ptxxl34,32824
#ptxxl35,33750
#ptxxl36,34676
#ptxxl37,35603
#ptxxl38,36529
#ptxxl39,37456
#ptxxl40,38382
#ptxxl41,39309
#ptxxl42,40235
#ptxxl43,41162
#ptxxl44,42088
#ptxxl45,43015
#ptxxl46,43941
#ptxxl47,44868
#ptxxl48,45794
#ptxxl49,46721
#ptxxl50,48088
#ptxxl51,49015
#ptxxl52,49941
#ptxxl53,50868
#ptxxl54,51794
#ptxxl55,52721
#ptxxl56,53647
#ptxxl57,54574
#ptxxl58,55500
#ptxxl59,56426
#ptxxl60,57353
#ptxxl61,58279
#ptxxl62,59206
#ptxxl63,60132
#ptxxl64,61059
#ptxxl65,61985
#ptxxl66,62912
#ptxxl67,63838
#ptxxl68,64765
#ptxxl69,65691
#ptxxl70,66618
#ptxxl71,67544
#ptxxl72,68471
#ptxxl73,69397
#ptxxl74,70324
#ptxxl75,71250
#ptxxl76,72176
#ptxxl77,73103
#ptxxl78,74029
#ptxxl79,74956
#ptxxl80,75882
#ptxxl81,76809
#ptxxl82,77735
#ptxxl83,78662
#ptxxl84,79588
#ptxxl85,80515
#ptxxl86,81441
#ptxxl87,82368
#ptxxl88,83294
#ptxxl89,84221
#ptxxl90,85147
#ptxxl91,86074
#ptxxl92,87000
#ptxxl93,87926
#ptxxl94,88853
#ptxxl95,89779
#ptxxl96,90706
#ptxxl97,91632
#ptxxl98,92559
#ptxxl99,93485
#ptxxl100,96176
#ptxxl101,97103
#ptxxl102,98029
#ptxxl103,98956
#ptxxl104,99882
#ptxxl105,100809
#ptxxl106,101735
#ptxxl107,102662
#ptxxl108,103588
#ptxxl109,104515
#ptxxl110,105441
#ptxxl111,106368
#ptxxl112,107294
#ptxxl113,108221
#ptxxl114,109147
#ptxxl115,110074
#ptxxl116,111000
#ptxxl117,111926
#ptxxl118,112853
#ptxxl119,113779
#ptxxl120,114706
#ptxxl121,115632
#ptxxl122,116559
#ptxxl123,117485
#ptxxl124,118412
#ptxxl125,119338
#ptxxl126,120265
#ptxxl127,121191
#ptxxl128,122118
#ptxxl129,123044
#ptxxl130,123971
#ptxxl131,124897
#ptxxl132,125824
#ptxxl133,126750
#ptxxl134,127676
#ptxxl135,128603
#ptxxl136,129529
#ptxxl137,130456
#ptxxl138,131382
#ptxxl139,132309
#ptxxl140,133235
#ptxxl141,134162
#ptxxl142,135088
#ptxxl143,136015
#ptxxl144,136941
#ptxxl145,137868
#ptxxl146,138794
#ptxxl147,139721
#ptxxl148,140647
#ptxxl149,141574
#ptxxl150,142500
#ptxxl151,143426
#ptxxl152,144353
#ptxxl153,145279
#ptxxl154,146206
#ptxxl155,147132
#ptxxl156,148059
#ptxxl157,148985
#ptxxl158,149912
#ptxxl159,150838
#ptxxl160,151765
#ptxxl161,152691
#ptxxl162,153618
#ptxxl163,154544
#ptxxl164,155471
#ptxxl165,156397
#ptxxl166,157324
#ptxxl167,158250
#ptxxl168,159176
#ptxxl169,160103
#ptxxl170,161029
#ptxxl171,161956
#ptxxl172,162882
#ptxxl173,163809
#ptxxl174,164735
#ptxxl175,165662
#ptxxl176,166588
#ptxxl177,167515
#ptxxl178,168441
#ptxxl179,169368
#ptxxl180,170294
#ptxxl181,171221
#ptxxl182,172147
#ptxxl183,173074
#ptxxl184,174000
#ptxxl185,174926
#ptxxl186,175853
#ptxxl187,176779
#ptxxl188,177706
#ptxxl189,178632
#ptxxl190,179559
#ptxxl191,180485
#ptxxl192,181412
#ptxxl193,182338
#ptxxl194,183265
#ptxxl195,184191
#ptxxl196,185118
#ptxxl197,186044
#ptxxl198,186971
#ptxxl199,187897
#ptxxl200,188824
#ptaxis1,1809
#ptaxis2,2735
#ptaxis3,3662
#ptaxis4,4588
#ptaxis5,5515
#ptaxis6,6441
#ptaxis7,7368
#ptaxis8,8294
#ptaxis9,9221
#ptaxis10,10147
#ptaxis11,11074
#ptaxis12,12000
#ptaxis13,12926
#ptaxis14,13853
#ptaxis15,14779
#ptaxis16,15706
#ptaxis17,16632
#ptaxis18,17559
#ptaxis19,18485
#ptaxis20,19412
#ptaxis21,20338
#ptaxis22,21265
#ptaxis23,22191
#ptaxis24,23118
#ptaxis25,24485
#ptaxis26,25412
#ptaxis27,26338
#ptaxis28,27265
#ptaxis29,28191
#ptaxis30,29118
#ptaxis31,30044
#ptaxis32,30971
#ptaxis33,31897
#ptaxis34,32824
#ptaxis35,33750
#ptaxis36,34676
#ptaxis37,35603
#ptaxis38,36529
#ptaxis39,37456
#ptaxis40,38382
#ptaxis41,39309
#ptaxis42,40235
#ptaxis43,41162
#ptaxis44,42088
#ptaxis45,43015
#ptaxis46,43941
#ptaxis47,44868
#ptaxis48,45794
#ptaxis49,46721
#ptaxis50,48088
#ptaxis51,49015
#ptaxis52,49941
#ptaxis53,50868
#ptaxis54,51794
#ptaxis55,52721
#ptaxis56,53647
#ptaxis57,54574
#ptaxis58,55500
#ptaxis59,56426
#ptaxis60,57353
#ptaxis61,58279
#ptaxis62,59206
#ptaxis63,60132
#ptaxis64,61059
#ptaxis65,61985
#ptaxis66,62912
#ptaxis67,63838
#ptaxis68,64765
#ptaxis69,65691
#ptaxis70,66618
#ptaxis71,67544
#ptaxis72,68471
#ptaxis73,69397
#ptaxis74,70324
#ptaxis75,71250
#ptaxis76,72176
#ptaxis77,73103
#ptaxis78,74029
#ptaxis79,74956
#ptaxis80,75882
#ptaxis81,76809
#ptaxis82,77735
#ptaxis83,78662
#ptaxis84,79588
#ptaxis85,80515
#ptaxis86,81441
#ptaxis87,82368
#ptaxis88,83294
#ptaxis89,84221
#ptaxis90,85147
#ptaxis91,86074
#ptaxis92,87000
#ptaxis93,87926
#ptaxis94,88853
#ptaxis95,89779
#ptaxis96,90706
#ptaxis97,91632
#ptaxis98,92559
#ptaxis99,93485
#ptaxis100,96176
#ptaxis101,97103
#ptaxis102,98029
#ptaxis103,98956
#ptaxis104,99882
#ptaxis105,100809
#ptaxis106,101735
#ptaxis107,102662
#ptaxis108,103588
#ptaxis109,104515
#ptaxis110,105441
#ptaxis111,106368
#ptaxis112,107294
#ptaxis113,108221
#ptaxis114,109147
#ptaxis115,110074
#ptaxis116,111000
#ptaxis117,111926
#ptaxis118,112853
#ptaxis119,113779
#ptaxis120,114706
#ptaxis121,115632
#ptaxis122,116559
#ptaxis123,117485
#ptaxis124,118412
#ptaxis125,119338
#ptaxis126,120265
#ptaxis127,121191
#ptaxis128,122118
#ptaxis129,123044
#ptaxis130,123971
#ptaxis131,124897
#ptaxis132,125824
#ptaxis133,126750
#ptaxis134,127676
#ptaxis135,128603
#ptaxis136,129529
#ptaxis137,130456
#ptaxis138,131382
#ptaxis139,132309
#ptaxis140,133235
#ptaxis141,134162
#ptaxis142,135088
#ptaxis143,136015
#ptaxis144,136941
#ptaxis145,137868
#ptaxis146,138794
#ptaxis147,139721
#ptaxis148,140647
#ptaxis149,141574
#ptaxis150,142500
#ptaxis151,143426
#ptaxis152,144353
#ptaxis153,145279
#ptaxis154,146206
#ptaxis155,147132
#ptaxis156,148059
#ptaxis157,148985
#ptaxis158,149912
#ptaxis159,150838
#ptaxis160,151765
#ptaxis161,152691
#ptaxis162,153618
#ptaxis163,154544
#ptaxis164,155471
#ptaxis165,156397
#ptaxis166,157324
#ptaxis167,158250
#ptaxis168,159176
#ptaxis169,160103
#ptaxis170,161029
#ptaxis171,161956
#ptaxis172,162882
#ptaxis173,163809
#ptaxis174,164735
#ptaxis175,165662
#ptaxis176,166588
#ptaxis177,167515
#ptaxis178,168441
#ptaxis179,169368
#ptaxis180,170294
#ptaxis181,171221
#ptaxis182,172147
#ptaxis183,173074
#ptaxis184,174000
#ptaxis185,174926
#ptaxis186,175853
#ptaxis187,176779
#ptaxis188,177706
#ptaxis189,178632
#ptaxis190,179559
#ptaxis191,180485
#ptaxis192,181412
#ptaxis193,182338
#ptaxis194,183265
#ptaxis195,184191
#ptaxis196,185118
#ptaxis197,186044
#ptaxis198,186971
#ptaxis199,187897
#ptaxis200,188824
#ptsren1,1310
#ptsren2,2204
#ptsren3,3098
#ptsren4,3992
#ptsren5,4886
#ptsren6,6196
#ptsren7,7091
#ptsren8,7985
#ptsren9,8879
#ptsren10,9773
#ptsren11,11153
#ptsren12,12047
#ptsren13,12941
#ptsren14,13835
#ptsren15,14729
#ptsren16,15969
#ptsren17,16864
#ptsren18,17758
#ptsren19,18652
#ptsren20,19546
#ptsren21,20440
#ptsren22,21334
#ptsren23,22228
#ptsren24,23122
#ptsren25,24016
#ptsren26,24911
#ptsren27,25805
#ptsren28,26699
#ptsren29,27593
#ptsren30,28487
#ptsren31,29381
#ptsren32,30275
#ptsren33,31169
#ptsren34,32064
#ptsren35,32958
#ptsren36,33852
#ptsren37,34746
#ptsren38,35640
#ptsren39,36534
#ptsren40,37428
#ptsren41,38322
#ptsren42,39216
#ptsren43,40111
#ptsren44,41005
#ptsren45,41899
#ptsren46,42793
#ptsren47,43687
#ptsren48,44581
#ptsren49,45475
#ptsren50,46369
#ptsren51,47741
#ptsren52,48635
#ptsren53,49529
#ptsren54,50424
#ptsren55,51318
#ptsren56,52212
#ptsren57,53106
#ptsren58,54000
#ptsren59,54894
#ptsren60,55788
#ptsren61,56682
#ptsren62,57576
#ptsren63,58471
#ptsren64,59365
#ptsren65,60259
#ptsren66,61153
#ptsren67,62047
#ptsren68,62941
#ptsren69,63835
#ptsren70,64729
#ptsren71,65624
#ptsren72,66518
#ptsren73,67412
#ptsren74,68306
#ptsren75,69200
#ptsren76,70094
#ptsren77,70988
#ptsren78,71882
#ptsren79,72776
#ptsren80,73671
#ptsren81,74565
#ptsren82,75459
#ptsren83,76353
#ptsren84,77247
#ptsren85,78141
#ptsren86,79035
#ptsren87,79929
#ptsren88,80824
#ptsren89,81718
#ptsren90,82612
#ptsren91,83506
#ptsren92,84400
#ptsren93,85294
#ptsren94,86188
#ptsren95,87082
#ptsren96,87976
#ptsren97,88871
#ptsren98,89765
#ptsren99,90659
#ptsren100,93571
#ptttri1,1809
#ptttri2,2735
#ptttri3,3662
#ptttri4,4588
#ptttri5,5515
#ptttri6,6441
#ptttri7,7368
#ptttri8,8294
#ptttri9,9221
#ptttri10,10147
#ptttri11,11074
#ptttri12,12000
#ptttri13,12926
#ptttri14,13853
#ptttri15,14779
#ptttri16,15706
#ptttri17,16632
#ptttri18,17559
#ptttri19,18485
#ptttri20,19412
#ptttri21,20338
#ptttri22,21265
#ptttri23,22191
#ptttri24,23118
#ptttri25,24485
#ptttri26,25412
#ptttri27,26338
#ptttri28,27265
#ptttri29,28191
#ptttri30,29118
#ptttri31,30044
#ptttri32,30971
#ptttri33,31897
#ptttri34,32824
#ptttri35,33750
#ptttri36,34676
#ptttri37,35603
#ptttri38,36529
#ptttri39,37456
#ptttri40,38382
#ptttri41,39309
#ptttri42,40235
#ptttri43,41162
#ptttri44,42088
#ptttri45,43015
#ptttri46,43941
#ptttri47,44868
#ptttri48,45794
#ptttri49,46721
#ptttri50,48088
#ptttri51,49015
#ptttri52,49941
#ptttri53,50868
#ptttri54,51794
#ptttri55,52721
#ptttri56,53647
#ptttri57,54574
#ptttri58,55500
#ptttri59,56426
#ptttri60,57353
#ptttri61,58279
#ptttri62,59206
#ptttri63,60132
#ptttri64,61059
#ptttri65,61985
#ptttri66,62912
#ptttri67,63838
#ptttri68,64765
#ptttri69,65691
#ptttri70,66618
#ptttri71,67544
#ptttri72,68471
#ptttri73,69397
#ptttri74,70324
#ptttri75,71250
#ptttri76,72176
#ptttri77,73103
#ptttri78,74029
#ptttri79,74956
#ptttri80,75882
#ptttri81,76809
#ptttri82,77735
#ptttri83,78662
#ptttri84,79588
#ptttri85,80515
#ptttri86,81441
#ptttri87,82368
#ptttri88,83294
#ptttri89,84221
#ptttri90,85147
#ptttri91,86074
#ptttri92,87000
#ptttri93,87926
#ptttri94,88853
#ptttri95,89779
#ptttri96,90706
#ptttri97,91632
#ptttri98,92559
#ptttri99,93485
#ptttri100,96176
#ptttri101,97103
#ptttri102,98029
#ptttri103,98956
#ptttri104,99882
#ptttri105,100809
#ptttri106,101735
#ptttri107,102662
#ptttri108,103588
#ptttri109,104515
#ptttri110,105441
#ptttri111,106368
#ptttri112,107294
#ptttri113,108221
#ptttri114,109147
#ptttri115,110074
#ptttri116,111000
#ptttri117,111926
#ptttri118,112853
#ptttri119,113779
#ptttri120,114706
#ptttri121,115632
#ptttri122,116559
#ptttri123,117485
#ptttri124,118412
#ptttri125,119338
#ptttri126,120265
#ptttri127,121191
#ptttri128,122118
#ptttri129,123044
#ptttri130,123971
#ptttri131,124897
#ptttri132,125824
#ptttri133,126750
#ptttri134,127676
#ptttri135,128603
#ptttri136,129529
#ptttri137,130456
#ptttri138,131382
#ptttri139,132309
#ptttri140,133235
#ptttri141,134162
#ptttri142,135088
#ptttri143,136015
#ptttri144,136941
#ptttri145,137868
#ptttri146,138794
#ptttri147,139721
#ptttri148,140647
#ptttri149,141574
#ptttri150,142500
#ptttri151,143426
#ptttri152,144353
#ptttri153,145279
#ptttri154,146206
#ptttri155,147132
#ptttri156,148059
#ptttri157,148985
#ptttri158,149912
#ptttri159,150838
#ptttri160,151765
#ptttri161,152691
#ptttri162,153618
#ptttri163,154544
#ptttri164,155471
#ptttri165,156397
#ptttri166,157324
#ptttri167,158250
#ptttri168,159176
#ptttri169,160103
#ptttri170,161029
#ptttri171,161956
#ptttri172,162882
#ptttri173,163809
#ptttri174,164735
#ptttri175,165662
#ptttri176,166588
#ptttri177,167515
#ptttri178,168441
#ptttri179,169368
#ptttri180,170294
#ptttri181,171221
#ptttri182,172147
#ptttri183,173074
#ptttri184,174000
#ptttri185,174926
#ptttri186,175853
#ptttri187,176779
#ptttri188,177706
#ptttri189,178632
#ptttri190,179559
#ptttri191,180485
#ptttri192,181412
#ptttri193,182338
#ptttri194,183265
#ptttri195,184191
#ptttri196,185118
#ptttri197,186044
#ptttri198,186971
#ptttri199,187897
#ptttri200,188824
